,股票代码,网址,网上发行中签率,网下配售中签率,发行前每股净资产,首日换手率,投资金额总计,总资产,净资产,营业收入,净利润,资本公积,未分配利润,基本每股收益,净资产收益率
352,?300421,http://topic.eastmoney.com/jslxtygq/,0.889,0.4274,3.67,0.06,30015.35,6.4363,3.2168,4.7099,0.54,12098.81,0.96,error,15.54
353,?300420,http://topic.eastmoney.com/wykj/,0.6833,0.3401,4,0.12,28120.22,3.2937,2.506,1.8986,0.31,8683.61,0.92,error,13.2
354,?300394,http://topic.eastmoney.com/tfgtx/,0.6138,0.6397,5.51,0.07,28557,3.4511,3.2553,2.0064,0.89,6265.01,1.8,error,31.08
355,?002745,http://topic.eastmoney.com/MLSGFIPO/,1.1371,0.2361,3.42,0.15,95239.76,51.9218,14.9777,40.0167,4.39,error,error,error,error
356,?002743,http://topic.eastmoney.com/fhgg101031/,0.7721,0.4297,error,error,error,30.4584,5.4581,18.3481,0.41,error,error,error,error
357,?002742,http://topic.eastmoney.com/sstzjc/,1.05,0.6824,8.99,0.18,43912.9,14.5234,6.8815,12.7081,1.01,error,error,error,error
358,?300425,http://topic.eastmoney.com/hndmkj/,0.3782,0.1556,7.2,0.16,24420.8,6.1246,4.1699,2.3513,0.54,error,error,error,error
359,?002746,http://topic.eastmoney.com/xtgf2012/,0.39,0.1701,6.72,0.14,30500,14.9832,8.0274,17.3469,0.44,25085.52,4.02,0.37,5.68
360,?002741,http://topic.eastmoney.com/ghkjgf/,0.4,0.1938,4.08,0.18,32800,6.9972,3.6698,7.7358,0.68,2695.13,2.29,0.75,19.82
361,?603799,http://topic.eastmoney.com/zjhygyipo/,0.53,0.13,4.82,0.07,184085,81.4688,24.1431,32.7219,1.15,error,error,error,error
362,?603698,http://topic.eastmoney.com/htczhx/,0.61,0.17,3.27,0.08,102307.13,21.08,9.282,10.4445,2.2834,1.5832,3.8393,0.69,27.31
363,?603899,http://topic.eastmoney.com/cgwj/,7.89,0.23,2.93,error,148141.01,16.262,12.1298,23.4493,2.66,5448.78,6.4,0.68,26.43
364,?603686,http://topic.eastmoney.com/lmhw/,0.52,0.24,4.14,error,46808.27,10.6739,4.5619,9.1507,1.03,220,3.16,error,error
365,?603600,http://topic.eastmoney.com/yyjj/,0.45,0.34,3.31,0.18,22392,4.7108,2.4849,6.7929,0.44,401.85,1.64,0.58,18.14
366,?603558,http://topic.eastmoney.com/jsjtipo/,0.68,0.47,5.44,error,34550,7.6446,3.5068,4.7246,0.64,error,error,error,error
367,?300419,http://topic.eastmoney.com/hfcy2012/,0.56,0.28,error,0.15,26684.77,2.9849,2.2329,1.9892,0.35,777.24,1.76,1.15,16.9
368,?300416,http://topic.eastmoney.com/sssy/,0.45,0.21,4.8,0.08,20956,3.9184,2.5909,1.7144,0.22,7573.43,1.17,0.45,9.02
369,?603678,http://topic.eastmoney.com/hjdz/,0.63,0.25,4.49,error,38189,9.5294,5.9284,6.7545,1.04,267.89,4.35,error,19.04
370,?603611,http://topic.eastmoney.com/nljx2014/,0.75,0.31,7.34,error,32469,9.4902,4.6394,9.1412,0.62,error,error,error,error
371,?603601,http://topic.eastmoney.com/zskj/,0.44,0.22,3.55,0.13,17710.09,2.5069,1.9212,1.6041,0.32,4795.84,0.85,error,17.73
372,?601069,http://topic.eastmoney.com/xbhjgf/,0.76,0.23,2.32,0.1,140021.03,23.0067,11.6017,6.2761,0.48,error,error,error,error
373,?300417,http://topic.eastmoney.com/nhyq/,0.71,0.26,5.62,0.09,14951.54,2.0418,1.7786,0.9895,0.19,2842.15,1.09,error,error
374,?300415,http://topic.eastmoney.com/yzmjmjx/,1.08,0.43,3.96,0.07,36060,12.4968,3.6872,8.6701,0.51,1761.46,2.11,0.57,15.41
375,?300364,http://topic.eastmoney.com/zwzxszcb/,0.53,0.18,2.93,0.09,20088.3,3.7539,2.6615,1.6696,0.1,error,error,error,error
376,?002740,http://topic.eastmoney.com/aedzb/,0.94,1,6.53,0.21,35999.62,8.7199,5.1123,6.6754,0.62,error,error,error,error
377,?002739,http://topic.eastmoney.com/wdyxipo/,0.86,0.15,5.23,0.08,200000,42.8807,28.7827,38.9728,6.77,error,error,error,error
378,?002734,http://topic.eastmoney.com/lmhg2011/,0.71,0.4,6.5,error,27029.55,9.2076,4.9575,5.6857,0.37,error,error,error,error
379,?300418,http://topic.eastmoney.com/klwwkj/,0.77,0.21,4.74,0.1,134849,15.0753,9.6412,14.422,2.52,16337.67,5.2,error,25.74
380,?300413,http://topic.eastmoney.com/KLGWIPO/,0.79,0.17,2.68,0.14,147055.76,13.2449,9.1821,20.3476,1.1,17799.05,3.69,error,12.62
381,?603788,http://topic.eastmoney.com/gfqc/,0.31,0.32,2.78,0.3,30904,4.9632,3.0698,4.2564,0.65,2401.57,1.62,0.63,error
382,?601021,http://topic.eastmoney.com/cqhk/,0.65,0.4,9.8,0.17,175500,107.083,33.2658,55.7569,6.57,27970.26,25.97,2.19,26.42
383,?603889,http://topic.eastmoney.com/xafz/,0.43,0.21,6.06,0.2,43057,11.1907,5.6195,12.3432,0.92,833.8,3.92,error,error
384,?603636,http://topic.eastmoney.com/nwrj/,0.4,0.24,5.27,0.15,41135.11,6.5078,4.213,1.772,0.42,error,error,error,error
385,?603017,http://topic.eastmoney.com/SZGYYQSJ/,0.75298,0.56,7.74,0.21,77672,22.288,7.5622,2.541,0.39,18500.28,4.54,0.5,5.31
386,?603588,http://topic.eastmoney.com/gnsd2014/,0.41,0.35,7.67,0.19,69900,19.7887,9.876,3.9783,0.43,30103.03,4.93,0.37,error
387,?300412,http://topic.eastmoney.com/zjjnkj/,0.45,0.26,4.42,0.08,24350.28,2.6352,1.9618,1.3564,0.35,1875.83,1.25,error,error
388,?300411,http://topic.eastmoney.com/jdfj/,0.48,0.35,4.52,0.09,24408,6.1085,2.8501,2.4189,0.33,error,error,0.41,12.09
389,?300410,http://topic.eastmoney.com/gdzykj/,0.41,0.23,5.21,0.14,13392.21,3.6503,2.4221,2.4396,0.26,2522.13,1.6,0.57,11.09
390,?002738,http://topic.eastmoney.com/zkzyktipo/,0.4,0.33,4.52,0.1,29395,6.8222,4.305,2.2209,0.32,error,error,0.36,7.78
391,?002736,http://topic.eastmoney.com/gxzq2014/,1.8,1.97,3.06,0.05,error,1091.3921,228.8854,error,error,error,error,error,error
392,?002737,http://topic.eastmoney.com/khyyjt/,0.64,0.44,7.58,0.36,124889.5,23.6278,9.1668,18.5611,2.17,error,error,error,error
393,?601226,http://topic.eastmoney.com/hdzg/,0.68,0.13,3.07,0.08,163081.62,69.4969,20.4088,44.1903,2.87,30800.06,9.7,0.46,15.3
394,?603998,http://topic.eastmoney.com/fszygf/,0.51,0.12,4.89,0.12,36894.25,5.3031,4.5343,3.0155,0.67,5468.03,2.6,0.77,16.27
395,?601969,http://topic.eastmoney.com/HNKY2012/,1.8,0.58,1.61,0.2,177858.78,43.2014,27.3518,13.3792,3.19,error,error,error,error
396,?300408,http://topic.eastmoney.com/czshjt/,1.23,0.3,4.62,0.13,130000,27.5615,21.4675,16.6953,4.55,error,error,error,error
397,?603518,http://topic.eastmoney.com/wgnssz2011/,0.64,0.26,4.61,0.13,65928.3,6.7253,5.7766,5.9223,0.89,error,error,0.8,16.48
398,?603368,http://topic.eastmoney.com/lzyy/,0.4,0.66,6.03,0.08,53133.87,33.2456,5.9563,42.3918,1.3,8503.61,3.79,error,error
399,?300409,http://topic.eastmoney.com/dsjs/,0.45,0.13,5.64,0.09,33311,5.5596,2.9811,3.3884,0.6,3875,1.92,1.23,21.86
400,?300407,http://topic.eastmoney.com/KFDQIPO/,0.49,0.14,6.85,0.12,34353,7.5987,3.5447,1.8579,0.35,75.48,2.71,0.69,10.49
401,?002735,http://topic.eastmoney.com/SZWZXCLIPO/,0.33,0.12,4.44,0.18,15172.54,4.1201,2.7806,3.3778,0.22,error,error,error,error
402,?002733,http://topic.eastmoney.com/XTDYKJIPO/,0.5,0.15,6.55,0.14,59000,14.3714,6.88,error,error,16583.3,3.92,error,error
403,?002732,http://topic.eastmoney.com/ytry/,0.54,0.17,3.16,0.13,37345.5,5.7198,3.8018,6.8942,0.65,error,error,error,error
404,?603166,http://topic.eastmoney.com/glfd2012/,error,error,1.79,error,174930.91,29.6505,7.5286,6.4382,0.55,372.33,3.28,0.14,7.6
405,?603088,http://topic.eastmoney.com/jdzb2012/,0.45,0.09,4.95,0.11,24070,4.9299,2.9681,1.113,0.2,11921.35,1.02,0.33,6.76
406,?603011,http://topic.eastmoney.com/hdjc/,0.55,0.12,2.92,error,33570,8.5713,3.9282,2.1973,0.12,9731.76,1.46,0.09,3.02
407,?603988,http://topic.eastmoney.com/zddj/,0.49,0.18,5.3,0.2,26749,5.3171,3.1806,1.7638,0.31,8082.35,1.63,0.51,10.12
408,?603688,http://topic.eastmoney.com/tpysy2012/,0.69,0.2,4.85,0.2,33113.6,8.6745,8.1479,1.8113,0.34,28717.39,3.28,0.2,4.27
409,?603019,http://topic.eastmoney.com/SGXXCYIPO/,0.52,0.08,3.29,0.09,34850,22.3443,7.5185,10.4465,0.24,12131.41,3.64,0.1,3.22
410,?601015,http://topic.eastmoney.com/hmjhgf/,1.28,0.25,4.01,0.11,420000,96.3533,27.6496,33.5677,0.43,34739.21,10.64,0.11,2.85
411,?002731,http://topic.eastmoney.com/sychzbipo/,0.68,0.15,5.04,0.14,40870,14.1057,5.6919,17.9876,0.44,3142.28,3.99,0.39,8.01
412,?002724,http://topic.eastmoney.com/hyw2012/,0.6,0.18,2.86,0.13,55044.11,11.3035,10.0114,4.1954,0.36,2087.31,5.48,0.1,3.6
413,?300406,http://topic.eastmoney.com/jqswjs/,0.3,0.58,5.75,0.07,30008,6.2192,5.7544,2.3149,0.99,8380.42,3.38,0.99,18.85
414,?300405,http://topic.eastmoney.com/kljx2012/,0.48,1.19,7.21,0.18,34210,10.7682,3.6825,5.8678,0.32,4265.51,2.47,0.62,9.07
415,?300403,http://topic.eastmoney.com/hydq2012/,error,error,4.7,error,error,error,error,error,error,error,error,error,error
416,?603606,http://topic.eastmoney.com/dfdl/,0.49014,0.23,4.64,0.16,22276.46,14.0668,5.1005,6.7804,0.26,4225.22,3.14,0.24,5.12
417,?300402,http://topic.eastmoney.com/njbs2011/,0.57776,0.16,3.16,0.19,21000,12.5066,4.7693,3.0978,0.22,7553.2,2.25,0.14,4.65
418,?300400,http://topic.eastmoney.com/jtsb2012/,0.69709,0.11,3.46,0.2,15339.97,3.2739,2.2551,1.34,0.18,2389.19,1.26,0.29,8.17
419,?603456,http://topic.eastmoney.com/jzyy2011/,0.74844,0.13,4.95,0.2,90774.37,17.9897,7.7727,6.3956,0.77,19.89,5.19,0.48,10.08
420,?603169,http://topic.eastmoney.com/lzlszxzbipo/,0.61402,0.1,1.65,0.2,39100,38.0446,8.0979,7.1164,0.37,1496.45,2.79,0.08,4.73
421,?603018,http://topic.eastmoney.com/jsjtgh/,0.75298,0.2,9.69,error,77672,23.335,7.172,11.4588,1.499,1.85,4.1462,1.92,23.35
422,?603010,http://topic.eastmoney.com/wsipo/,0.49213,0.17,3.21,0.22,33482.28,5.5917,2.4049,3.4681,0.23,5149.58,0.97,0.31,9.07
423,?300401,http://topic.eastmoney.com/hyswipo/,0.40209,0.09,8.09,0.2,29221.4,5.9924,5.6512,0.7237,0.15,3246.22,4.26,0.22,2.67
424,?300399,http://topic.eastmoney.com/txtl2012/,0.38902,0.11,4.6,0.13,error,error,error,error,error,error,error,error,error
425,?300398,http://topic.eastmoney.com/kfgd/,0.51753,0.13,4.63,0.17,error,4.6224,2.7792,1.7423,0.38,2298.2,1.89,0.63,14.52
426,?002730,http://topic.eastmoney.com/dgfbkj/,0.45501,0.16,4.53,0.25,26419,9.2212,4.9799,2.7861,0.26,12703,2.4,0.24,5.37
427,?600917,http://topic.eastmoney.com/cqrq2012/,0.87667,0.13,1.88,0.29,212308,63.8607,28.776,28.4373,1.85,70375.38,4.29,0.13,6.62
428,?603306,http://topic.eastmoney.com/hmxcllpo/,0.29772,0.23,4.07,0.31,47065.62,6.0383,4.2684,1.105,0.23,5829.77,2.48,0.22,5.65
429,?601016,http://topic.eastmoney.com/zjn2012/,0.70419,0.1,1.74,0.22,104062,129.1457,33.8799,5.905,1.32,45340.33,6.84,0.07,3.75
430,?300396,http://topic.eastmoney.com/dryl2012/,0.76528,0.13,9.64,0.2,43012.8,5.6913,4.4336,2.1256,0.44,9791.73,2.71,0.96,10.51
431,?300392,http://topic.eastmoney.com/txcx/,0.66647,0.1,6.81,0.2,34784.43,5.4098,3.6537,error,error,6885.3,2.26,error,error
432,?603806,http://topic.eastmoney.com/fst2012/,1.51608,0.56,5.89,error,157136.5,23.5908,20.1404,11.3853,2.16,26.52,14.65,0.63,10.92
433,?603188,http://topic.eastmoney.com/jsybrl/,1.21418,0.25,5.23,0.26,135534,25.2175,11.2953,14.2179,3.95,18158.41,6.47,1.83,37.92
434,?300397,http://topic.eastmoney.com/thfw2012/,0.59285,0.11,6.2,0.12,64383,6.8445,5.5828,0.0088,error0.19,3447.92,4.17,error0.21,error3.28
435,?300395,http://topic.eastmoney.com/flhsy/,0.66244,0.82,3.53,0.14,41094,4.5484,3.3998,1.3483,0.31,4388.77,2.18,0.65,9.29
436,?300393,http://topic.eastmoney.com/zlgfipo/,0.58416,0.82,3.53,0.14,39125,6.1909,3.3936,2.1514,0.65,14.27,2.22,0.68,21.31
437,?002729,http://topic.eastmoney.com/hllzgdzkj/,0.37459,0.12,3.66,0.29,28862,2.9407,1.8302,0.8622,0.17,2460.06,0.97,0.35,9.69
438,?601579,http://topic.eastmoney.com/sxjgf2012/,0.49142625,0.27,3.16,0.26,64202,20.688,9.701,9.3381,1.25,25341.93,3.39,0.41,13.94
439,?603099,http://topic.eastmoney.com/cbsly2012/,0.36828,0.11,2.19,0.36,42112.32,4.791,4.38,2.3315,0.62,7738.41,1.31,0.31,15.26
440,?603609,http://topic.eastmoney.com/hfmy/,0.51120044,0.06,3.62,0.35,42537,35.439,18.995,85.2546,1.85,3693.62,10.77,0.37,10.64
441,?300391,http://topic.eastmoney.com/kykj2012/,0.836911577,0.10734754,3.95,0.31,13908.74,5.629,1.975,2.5539,0.35,4634.66,0.89,0.7,18.33
442,?300389,http://topic.eastmoney.com/abs2012/,0.72455717,1.30713147,5.51,0.21,26066.17,6.624,3.478,7.2977,1.14,3205.23,2.24,1.81,38.99
443,?300388,http://topic.eastmoney.com/gzhb2012/,0.47681587,0.08675476,7.25,0.24,39890,21.482,5.059,6.3823,0.59,5456.55,3.32,0.87,12.3
444,?300384,http://topic.eastmoney.com/bjslhpxhx/,0.619261796,0.18670399,6.21,0.33,42159.99,6.787,2.485,3.4574,0.8,104.71,1.85,2.0004,38.02
445,?603126,http://topic.eastmoney.com/zcjn2012/,0.84998527,0.11894319,3.14,0.37,100949.84,20.157,10.271,10.5977,0.91,14603.02,error,0.28,9.36
446,?603111,http://topic.eastmoney.com/knjd2012/,0.65140032,0.161701557,1.98,0.26,96124.7,13.688,4.458,10.4144,1.17,1295.08,1.52,0.54,28.04
447,?603100,http://topic.eastmoney.com/cygf2012/,0.89476678,0.19139855,3.36,0.24,62586,33.428,10.108,31.8722,1.48,17926.56,4.67,0.48,12.84
448,?300390,http://topic.eastmoney.com/thkj2012/,0.29950966,1.562910128,3.18,0.19,9996,2.856,1.983,3.4588,0.37,1250.01,1.11,0.59,20.14
449,?002728,http://topic.eastmoney.com/tczy2012/,0.377296003,0.2062326,4.67,0.36,51281.26,4.535,3.501,3.4272,0.81,4111.95,2.05,1.07,25.67
450,?603009,http://topic.eastmoney.com/btkj2012/,0.28085352,0.2062326,3.12,error,15000,6.667,2.583,5.3111,0.41,1297.59,1.47,0.51,17.85
451,?300387,http://topic.eastmoney.com/fbkj2012/,0.710007856,0.711108891,6.07,0.48,17383.18,3.534,2.938,3.0231,0.6,6454.91,1.61,1.25,22.98
452,?603369,http://topic.eastmoney.com/jsyjy/,1.05941134,0.22766229,5.08,error,93100,33.663,22.977,25.1542,6.8011,2.2788,14.8251,1.514,34.08
453,?002727,http://topic.eastmoney.com/hxyxtyy2012/,0.622085236,0.089680539,5.36,error,74926,20.728,10.501,35.4666,2.39,16467.74,6.28,1.234,25.99
454,?603168,http://topic.eastmoney.com/spas2012/,0.76228515,0.10094462,7.21,0.26,30673,5.976,3.533,6.2814,1.04,4062.79,2.31,2.12,33.62
455,?603328,http://topic.eastmoney.com/yddzkj2012/,1.70084633,0.4592071,5.83,0.83,130802.12,30.941,23.267,25.9349,3.2165,1.4077,16.0561,0.81,14.85
456,?603006,http://topic.eastmoney.com/ipo/,0.437,0.07544,5.53,0.6,25000,4.777,3.317,4.0499,0.603,0.2441,2.2829,1,19.99
457,?300386,http://topic.eastmoney.com/ftcx2012/,error,error,error,error,error,6.382,5.07,8.4582,2.0118,0.8821,3.0866,2.68,49.5
458,?300385,http://topic.eastmoney.com/xlhj2012/,0.458,0.132100396,5.76,1.26,25837,6.685,3.458,4.1519,0.56,11882.36,1.44,0.9358,17.67
459,?002726,http://topic.eastmoney.com/ldrs2012/,0.832,0.195979178,5.49,2.71,49800,12.37,9.332,31.5833,1.16,35828.35,3.19,0.71,13.7
460,?002717,http://topic.eastmoney.com/lnyl2011/,0.577432572,13.78135048,5.01,1.63,21000,10.757,3.759,4.1354,0.46,5291.63,2.28,0.62,13.14
461,?002715,http://topic.eastmoney.com/dyqp2012/,error,error,3.77,error,22238,6.222,2.705,1.4934,0.18,6448.5,1.2,0.26,6.81
462,?002713,http://topic.eastmoney.com/dyrs2012/,error,error,3.25,error,46073,7.98,3.08,13.35,0.7,8150.24,0.97,0.69,22.7018
463,?603288,http://topic.eastmoney.com/htgf2012/,2.76615717,18.83018868,5.31,12.55,185694.67,48.976,37.756,44.0266,8.64,133672,15.12,1.22,24
464,?603005,http://topic.eastmoney.com/jfkj2012/,1.31869551,7.753339031,3.53,6.61,66735.96,8.163,6.695,1.9853,0.72,18375.03,2.64,0.38,10.45
465,?300383,http://topic.eastmoney.com/ghxw2012/,5.23,34.98717949,5.95,3.65,31076.2,3.706,2.727,1.4098,0.32,6371.49,1.46,0.7,12.23
466,?300369,http://topic.eastmoney.com/szlm2012/,2.027794689,32.70618557,4.9,error,29258.11,4.78,3.68,2.26,0.1,4061.2,2.29,0.13,2.7164
467,?300367,http://topic.eastmoney.com/wlkj2012/,2.23051993,13.59,5.38,error,28675,6.12,2.83,1.42,0.19,4040.18,1.74,0.36,6.6983
468,?300363,http://topic.eastmoney.com/btzy2012/,1.554277436,12.6744186,3.95,error,27334.85,7.881,3.816,3.628,0.56,6459.04,2.07,0.57,15.52
469,?300382,http://topic.eastmoney.com/slk2012/,1.646586511,12.89042857,5.85,2.61,23110.57,4.832,2.692,1.5648,0.49,232.01,2,1.07,20.2
470,?300379,http://topic.eastmoney.com/dft2012/,1.042626935,5.912174713,3.48,2.97,11153,2.541,1.705,0.7301,0.14,3591.9,0.84,0.31,8.56
471,?002725,http://topic.eastmoney.com/ylgf2012/,1.767307984,14.22475107,5.72,16.16,40172.4,6.275,4.29,4.1056,0.53,13820.87,1.95,0.71,13.04
472,?002723,http://topic.eastmoney.com/jlt2012/,2.097688985,8.062678063,4.73,6.4,27249.98,5.717,3.311,2.9996,0.21,2737.09,2.1,0.303,6.62
473,?002722,http://topic.eastmoney.com/jlkc2012/,2.032847713,7.152847153,3.19,5.67,18211.6,6.311,3.301,2.1046,0.27,5445.06,1.51,0.26,8.41
474,?002719,http://topic.eastmoney.com/mqe2012/,2.2274802,22.60054281,3.58,10.04,29529,4.293,2.809,1.6598,0.16,4582.12,1.46,0.2,5.87
475,?002718,http://topic.eastmoney.com/ybjcdd2012/,2.095373064,17.01077782,5,9.22,16025,2.653,2.25,1.2237,0.3,534.72,1.57,0.67,14.06
476,?601225,http://topic.eastmoney.com/SXMY2011/,4.8701694,30.53301928,3.36,17.77,1725100,541.836,272.694,error,82.59,517497.6,60.64,0.61,27.14
477,?300381,http://topic.eastmoney.com/ydl2011/,1.734382041,13.79518072,6.92,4.77,16647,3.236,2.704,1.6233,0.28,153.05,2.04,0.71,10.83
478,?300380,http://topic.eastmoney.com/asxx2012/,1.87558851,19.14206128,3.18,1.7,16968.47,2.316,1.91,0.8591,0.15,5110.8,0.71,0.25,8.02
479,?300378,http://topic.eastmoney.com/jjrj2012/,2.591029711,11.11111111,6.5,error,51665,8.813,5.8,5.0108,0.45,22433.43,2.6,0.5,8.02
480,?300376,http://topic.eastmoney.com/yst2012/,1.617177911,5.077097506,8.59,error,18000,12.35,6.72,5.02,0.65,5069.19,5.02,0.83,9.6813
481,?002716,http://topic.eastmoney.com/jgyy2012/,2.563588228,25.81759543,5.56,6.47,68967.9,32.546,9.798,18.8582,0.74,15841.77,5.73,0.42,7.84
482,?002714,http://topic.eastmoney.com/mysp2012/,2.581344347,45.375,4.85,2.37,66716.04,30.44,10.286,7.4891,0.76,10051.63,6.31,0.36,7.35
483,?002711,http://topic.eastmoney.com/opgt2012/,6.86,32.42350061,4.76,error,53956,9.84,5.62,3.03,0.57,error,3.99,0.48,10.1946
484,?300377,http://topic.eastmoney.com/yssxxjs2012/,2.421362537,9.7949,3.52,error,19281.15,1.925,1.631,0.6334,0.05,1058.75,0.97,0.11,2.96
485,?300372,http://topic.eastmoney.com/ddxt2011/,1.448656134,17.2248996,5.23,error,22000,6.95,3.66,2.21,0.23,197.62,2.67,0.33,6.2402
486,?300366,http://topic.eastmoney.com/cyxx2012/,1.079666069,10.24193548,error,error,10415.5,2.48,1.97,1.15,0.18,843.09,1.11,0.37,9.366
487,?002721,http://topic.eastmoney.com/jywh2012/,1.197656961,20.15060241,4.17,error,23085.1,17.43,5.98,18.2094,1.11,12804.91,3.15,0.76,19.5
488,?603555,http://topic.eastmoney.com/grn2012/,2.28703467,13.33133613,2.28,error,88220.54,28.508,11.996,12.2908,1.74,4583.96,5.59,0.3314,13.99
489,?300375,http://topic.eastmoney.com/plgy2011/,1.891066747,25.87134503,6.48,error,21829,7.205,5.398,4.7517,0.58,9149.63,3.16,0.75,10.92
490,?300373,http://topic.eastmoney.com/yjdz2012/,1.383086398,8.408163265,4.78,11.49,24082.9,4.649,3.393,2.4216,0.46,8929.53,1.61,0.65,14.49
491,?300371,http://topic.eastmoney.com/hzyb2012/,2.489626556,16.66666667,3.82,3.39,21271.73,2.503,1.603,1.1895,0.33,864.12,0.97,0.8,17.26
492,?300368,http://topic.eastmoney.com/hjjd2012/,1.286869513,14.53051643,5.52,9.86,21200,3.311,2.759,0.7754,0.19,3330.63,1.75,0.37,6.98
493,?300365,http://topic.eastmoney.com/hhwy2012/,2.049105893,9.986781229,4.56,7.87,23183.73,2.337,1.914,0.5886,0.13,1749.05,1.2,0.32,7.28
494,?002707,http://topic.eastmoney.com/zxgj2012/,1.082829419,5.525368042,4.6,5.84,14921.53,7.402,2.345,12.1727,0.31,2035.93,1.44,0.61,14.19
495,?603308,http://topic.eastmoney.com/yljd2012/,1.79066795,14.92835821,3.34,62.1,57850,35.536,11.134,7.2691,0.91,25738.43,4.63,0.28,8.36
496,?300370,http://topic.eastmoney.com/akkj2012/,2.10435276,15.09090909,4.52,8.66,14866.48,4.5,1.98,2.6,0.45,112.68,1.34,1.0361,23.2985
497,?300359,http://topic.eastmoney.com/qtjy2012/,1.678694738,15.94,3.31,10.03,11994.57,2.146,1.984,0.8587,0.26,4260.93,0.85,0.43,13.38
498,?002712,http://topic.eastmoney.com/smcm2012/,1.14727171,9.282673866,6.35,8.45,27559,5.92,4.63,7.15,0.37,5656.76,3.1,0.51,8.0117
499,?002709,http://topic.eastmoney.com/gztcgxcl2012/,1.283706849,1.674399337,5.07,19.69,26523.66,6.933,5.159,2.6799,0.35,17276.8,2.09,0.34,6.88
500,?002708,http://topic.eastmoney.com/gyzc2012/,1.832607119,7.049515503,4.76,7.14,35088.4,7.622,4.753,2.9143,0.27,22267.06,1.4,0.27,5.87
501,?300362,http://topic.eastmoney.com/tbzz2012/,1.232823842,12.43478261,4.09,21.72,48881,12.847,3.255,2.49,0.18,9901.85,1.28,0.2264,5.67
502,?300360,http://topic.eastmoney.com/jhkj2012/,2.249093518,11.642753,6.13,84.37,20772,7.821,4.266,3.4616,0.8,2125,3.37,1.09,19.51
503,?002706,http://topic.eastmoney.com/lxdq2010/,1.425758303,16.0650358,5.2,10.43,37612,5.186,3.362,3.0047,0.4,6631.62,1.83,0.62,37.23
504,?603699,http://topic.eastmoney.com/nwfmgf2012/,1.77394863,15.76,1.77,67.57,83920.36,26.612,12.963,11.8657,2.15,error36.75,4.81,0.3,18.75
505,?300358,http://topic.eastmoney.com/ctkj2012/,1.402573947,22.6,5.84,8.05,24997,5.536,2.25,4.0454,0.7,7718.01,0.74,1.06,36.44
506,?300357,http://topic.eastmoney.com/wwswkj2012/,0.568353,6.64,2.37,12.96,18952.45,2.235,2.129,0.8765,0.32,32.56,1.13,0.35,16
507,?002705,http://topic.eastmoney.com/xbdq2012/,1.049136878,11.204,3.29,6.88,74212,error,error,error,error,error,error,error,error
