,网上发行中签率,网下配售中签率,发行前每股净资产,首日换手率,投资金额总计,总资产,净资产,营业收入,净利润,资本公积,未分配利润,基本每股收益,净资产收益率
http://topic.eastmoney.com/nhyq/,0.71,0.26,5.62,0.09,14951.54,2.0418,1.7786,0.9895,0.19,2842.15,1.09,&nbsp;,&nbsp;
http://topic.eastmoney.com/yzmjmjx/,1.08,0.43,3.96,0.07,36060,12.4968,3.6872,8.6701,0.51,1761.46,2.11,0.57,15.41
http://topic.eastmoney.com/zwzxszcb/,0.53,0.18,2.93,0.09,20088.3,3.7539,2.6615,1.6696,0.1,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/aedzb/,0.94,1,6.53,0.21,35999.62,8.7199,5.1123,6.6754,0.62,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/wdyxipo/,0.86,0.15,5.23,0.08,200000,42.8807,28.7827,38.9728,6.77,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/lmhg2011/,0.71,0.4,6.5,-,27029.55,9.2076,4.9575,5.6857,0.37,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/klwwkj/,0.77,0.21,4.74,0.1,134849,15.0753,9.6412,14.422,2.52,16337.67,5.2,&nbsp;,25.74
http://topic.eastmoney.com/KLGWIPO/,0.79,0.17,2.68,0.14,147055.76,13.2449,9.1821,20.3476,1.1,17799.05,3.69,&nbsp;,12.62
http://topic.eastmoney.com/gfqc/,0.31,0.32,2.78,0.3,30904,4.9632,3.0698,4.2564,0.65,2401.57,1.62,0.63,&nbsp;
http://topic.eastmoney.com/cqhk/,0.65,0.4,9.8,0.17,175500,107.083,33.2658,55.7569,6.57,27970.26,25.97,2.19,26.42
http://topic.eastmoney.com/xafz/,0.43,0.21,6.06,0.2,43057,11.1907,5.6195,12.3432,0.92,833.8,3.92,&nbsp;,&nbsp;
http://topic.eastmoney.com/nwrj/,0.4,0.24,5.27,0.15,41135.11,6.5078,4.213,1.772,0.42,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/SZGYYQSJ/,&nbsp;0.75298,0.56,7.74,0.21,77672,22.288,7.5622,2.541,0.39,18500.28,4.54,0.5,5.31
http://topic.eastmoney.com/gnsd2014/,&nbsp;0.41,0.35,7.67,0.19,69900,19.7887,9.876,3.9783,0.43,30103.03,4.93,0.37,&nbsp;
http://topic.eastmoney.com/zjjnkj/,0.45,0.26,4.42,0.08,24350.28,2.6352,1.9618,1.3564,0.35,1875.83,1.25,&nbsp;,&nbsp;
http://topic.eastmoney.com/jdfj/,0.48,0.35,4.52,0.09,24408,6.1085,2.8501,2.4189,0.33,&nbsp;,&nbsp;,0.41,12.09
http://topic.eastmoney.com/gdzykj/,0.41,0.23,5.21,0.14,13392.21,3.6503,2.4221,2.4396,0.26,2522.13,1.6,0.57,11.09
http://topic.eastmoney.com/zkzyktipo/,&nbsp;0.40,0.33,4.52,0.1,29395,6.8222,4.305,2.2209,0.32,&nbsp;,&nbsp;,0.36,7.78
http://topic.eastmoney.com/gxzq2014/,1.8,1.97,3.06,0.05,error,1091.3921,228.8854,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/khyyjt/,0.64,0.44,7.58,0.36,124889.5,23.6278,9.1668,18.5611,2.17,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/hdzg/,0.68,0.13,3.07,0.08,163081.62,69.4969,20.4088,44.1903,2.87,30800.06,9.7,0.46,15.3
http://topic.eastmoney.com/fszygf/,&nbsp;0.51,0.12,4.89,0.12,36894.25,5.3031,4.5343,3.0155,0.67,5468.03,2.6,0.77,16.27
http://topic.eastmoney.com/HNKY2012/,1.8,0.58,1.61,0.2,177858.78,43.2014,27.3518,13.3792,3.19,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/czshjt/,1.23,0.3,4.62,0.13,130000,27.5615,21.4675,16.6953,4.55,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/wgnssz2011/,&nbsp;0.64,0.26,4.61,0.13,65928.3,6.7253,5.7766,5.9223,0.89,&nbsp;,&nbsp;,0.8,16.48
http://topic.eastmoney.com/lzyy/,0.4,0.66,6.03,0.08,53133.87,33.2456,5.9563,42.3918,1.3,8503.61,3.79,&nbsp;,&nbsp;
http://topic.eastmoney.com/dsjs/,0.45,0.13,5.64,0.09,33311,5.5596,2.9811,3.3884,0.6,3875,1.92,1.23,21.86
http://topic.eastmoney.com/KFDQIPO/,0.49,0.14,6.85,0.12,34353,7.5987,3.5447,1.8579,0.35,75.48,2.71,0.69,10.49
http://topic.eastmoney.com/SZWZXCLIPO/,0.33,0.12,4.44,0.18,15172.54,4.1201,2.7806,3.3778,0.22,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/XTDYKJIPO/,0.5,0.15,6.55,0.14,59000,14.3714,6.88,&nbsp;,&nbsp;,16583.3,3.92,&nbsp;,&nbsp;
http://topic.eastmoney.com/ytry/,0.54,0.17,3.16,0.13,37345.5,5.7198,3.8018,6.8942,0.65,&nbsp;,&nbsp;,&nbsp;,&nbsp;
http://topic.eastmoney.com/glfd2012/,,&nbsp;,1.79,-,174930.91,29.6505,7.5286,6.4382,0.55,372.33,3.28,0.14,7.6
http://topic.eastmoney.com/jdzb2012/,0.45,0.09,4.95,0.11,24070,4.9299,2.9681,1.113,0.2,11921.35,1.02,0.33,6.76
http://topic.eastmoney.com/hdjc/,0.55,0.12,2.92,-,33570,8.5713,3.9282,2.1973,0.12,9731.76,1.46,0.09,3.02
http://topic.eastmoney.com/zddj/,0.49,0.18,5.3,0.2,26749,5.3171,3.1806,1.7638,0.31,8082.35,1.63,0.51,10.12
http://topic.eastmoney.com/tpysy2012/,0.69,0.2,4.85,0.2,33113.6,8.6745,8.1479,1.8113,0.34,28717.39,3.28,0.2,4.27
http://topic.eastmoney.com/SGXXCYIPO/,0.52,0.08,3.29,0.09,34850,22.3443,7.5185,10.4465,0.24,12131.41,3.64,0.1,3.22
http://topic.eastmoney.com/hmjhgf/,1.28,0.25,4.01,0.11,420000,96.3533,27.6496,33.5677,0.43,34739.21,10.64,0.11,2.85
http://topic.eastmoney.com/sychzbipo/,0.68,0.15,5.04,0.14,40870,14.1057,5.6919,17.9876,0.44,3142.28,3.99,0.39,8.01
http://topic.eastmoney.com/hyw2012/,0.6,0.18,2.86,0.13,55044.11,11.3035,10.0114,4.1954,0.36,2087.31,5.48,0.1,3.6
http://topic.eastmoney.com/jqswjs/,&nbsp;0.30,0.58,5.75,0.07,30008,6.2192,5.7544,2.3149,0.99,8380.42,3.38,0.99,18.85
http://topic.eastmoney.com/kljx2012/,0.48,1.19,7.21,0.18,34210,10.7682,3.6825,5.8678,0.32,4265.51,2.47,0.62,9.07
http://topic.eastmoney.com/hydq2012/,,&nbsp;,4.7,-,error,error,error,error,error,error,error,error,error
http://topic.eastmoney.com/dfdl/,0.49014,0.23,4.64,0.16,22276.46,14.0668,5.1005,6.7804,0.26,4225.22,3.14,0.24,5.12
http://topic.eastmoney.com/njbs2011/,0.57776,0.16,3.16,0.19,21000,12.5066,4.7693,3.0978,0.22,7553.2,2.25,0.14,4.65
http://topic.eastmoney.com/jtsb2012/,0.69709,0.11,3.46,0.2,15339.97,3.2739,2.2551,1.34,0.18,2389.19,1.26,0.29,8.17
http://topic.eastmoney.com/jzyy2011/,&nbsp;0.74844,0.13,4.95,0.2,90774.37,17.9897,7.7727,6.3956,0.77,19.89,5.19,0.48,10.08
http://topic.eastmoney.com/lzlszxzbipo/,0.61402,0.1,1.65,0.2,39100,38.0446,8.0979,7.1164,0.37,1496.45,2.79,0.08,4.73
http://topic.eastmoney.com/wsipo/,0.49213,0.17,3.21,0.22,33482.28,5.5917,2.4049,3.4681,0.23,5149.58,0.97,0.31,9.07
http://topic.eastmoney.com/hyswipo/,0.40209,0.09,8.09,0.2,29221.4,5.9924,5.6512,0.7237,0.15,3246.22,4.26,0.22,2.67
http://topic.eastmoney.com/txtl2012/,0.38902,0.11,4.6,0.13,error,error,error,error,error,error,error,error,error
http://topic.eastmoney.com/kfgd/,0.51753,0.13,4.63,0.17,error,4.6224,2.7792,1.7423,0.38,2298.2,1.89,0.63,14.52
http://topic.eastmoney.com/dgfbkj/,0.45501,0.16,4.53,0.25,26419,9.2212,4.9799,2.7861,0.26,12703,2.4,0.24,5.37
http://topic.eastmoney.com/cqrq2012/,&nbsp;0.87667,0.13,1.88,0.29,212308,63.8607,28.776,28.4373,1.85,70375.38,4.29,0.13,6.62
http://topic.eastmoney.com/hmxcllpo/,0.29772,0.23,4.07,0.31,47065.62,6.0383,4.2684,1.105,0.23,5829.77,2.48,0.22,5.65
http://topic.eastmoney.com/zjn2012/,0.70419,0.1,1.74,0.22,104062,129.1457,33.8799,5.905,1.32,45340.33,6.84,0.07,3.75
http://topic.eastmoney.com/dryl2012/,0.76528,0.13,9.64,0.2,43012.8,5.6913,4.4336,2.1256,0.44,9791.73,2.71,0.96,10.51
http://topic.eastmoney.com/txcx/,0.66647,0.1,6.81,0.2,34784.43,5.4098,3.6537,&nbsp;,&nbsp;,6885.3,2.26,&nbsp;,&nbsp;
http://topic.eastmoney.com/fst2012/,1.51608,0.56,5.89,-,157136.5,23.5908,20.1404,11.3853,2.16,26.52,14.65,0.63,10.92
http://topic.eastmoney.com/jsybrl/,1.21418,0.25,5.23,0.26,135534,25.2175,11.2953,14.2179,3.95,18158.41,6.47,1.83,37.92
http://topic.eastmoney.com/thfw2012/,0.59285,0.11,6.2,0.12,64383,6.8445,5.5828,0.0088,-0.19,3447.92,4.17,-0.21,-3.28
http://topic.eastmoney.com/flhsy/,0.66244,0.82,3.53,0.14,41094,4.5484,3.3998,1.3483,0.31,4388.77,2.18,0.65,9.29
http://topic.eastmoney.com/zlgfipo/,0.58416,0.82,3.53,0.14,39125,6.1909,3.3936,2.1514,0.65,14.27,2.22,0.68,21.31
http://topic.eastmoney.com/hllzgdzkj/,0.37459,0.12,3.66,0.29,28862,2.9407,1.8302,0.8622,0.17,2460.06,0.97,0.35,9.69
http://topic.eastmoney.com/sxjgf2012/, &nbsp; &nbsp; 0.49142625,0.27,3.16,0.26,64202,20.688,9.701,9.3381,1.25,25341.93,3.39,0.41,13.94
